char_location,fragment,keyword,kw_start,metaphorical,project_id,type
5493.0,"evement!!! . . . Reading this has deepened my commitment to adhering to a cancer-fighting diet.”  —Kay Ryals, PhD, Professor of English, Head of the Honors Program, Irvin",fighting,81.0,True,4759b267d1cbd90e3e297bbf3bdb7502,battle
2053.0,"s, humor, and heroes. But most importantly, it has a great section on foods that fight cancer and other life-threatening diseases and which are backed by credible scie",fight,81.0,True,4759b267d1cbd90e3e297bbf3bdb7502,battle
2590.0, 70 percent of cancers can be prevented with diet alone).  Please join us in our fight against cancer by supporting this Kickstarter campaign. By helping us publish th,fight,81.0,True,4759b267d1cbd90e3e297bbf3bdb7502,battle
74.0,"My name is Jeff Weaver and I wrote a book titled A Recipe for Hope: How We Fought Cancer with Family, Faith, Friends, and Food. To be honest, I just chronicled th",fought,75.0,True,4759b267d1cbd90e3e297bbf3bdb7502,battle
204.0,"od. To be honest, I just chronicled the true story of my wife, Susan, and how we battled her cancer and how her diagnosis completely altered our lives.  Susan’s story is",battled,81.0,True,4759b267d1cbd90e3e297bbf3bdb7502,battle
1664.0," She never cheated nor wavered . . . ever.  As a result, she started winning her war with cancer and, in the end, she managed to do something her doctors said was im",war,81.0,True,4759b267d1cbd90e3e297bbf3bdb7502,battle
1652.0,"uck to them. She never cheated nor wavered . . . ever.  As a result, she started winning her war with cancer and, in the end, she managed to do something her doctors sai",winning,81.0,True,4759b267d1cbd90e3e297bbf3bdb7502,battle
4960.0," Irvine Valley College * “This book is a recipe for hope. Jeff Weaver’s intimate journey reminds us that lifestyle changes are not easy. Told with honesty, humor, and lo",journey,81.0,False,4759b267d1cbd90e3e297bbf3bdb7502,journey
165.0,a unique story to tell. A son who lost his mother recently to Breast cancer. Her battle with breast cancer spanning an incredible 19 years. Michael was 4 when his mothe,battle,81.0,True,969f8bdab0b196419362aa01e5dacaff,battle
561.0,"ide to expression, told through the eyes of a young male.  See more of Michael's journey and work as a voice with the National Breast Cancer Foundation of Australia here",journey,81.0,False,969f8bdab0b196419362aa01e5dacaff,journey
1211.0,"en go into a final publishing phase. The amount raised will support the creative journey. Once the figure is raised, it will all go towards putting Michael's words into ",journey,81.0,False,969f8bdab0b196419362aa01e5dacaff,journey
2122.0,ing through similar situations to that of his family and his mother's incredible journey. He leaves no stone unturned. You can impact the grounds of education as he cove,journey,81.0,False,969f8bdab0b196419362aa01e5dacaff,journey
,,,,,3f3f894d8dd45a13c2569875aef23a55,none
1708.0," hope of offering encouragement and solidarity to other young adults facing this fight. I'm convinced that people connect through story, and every time I've shared my ",fight,81.0,True,93dd178f860f2942e4bf822a2bf01f7f,battle
1610.0,"m college. I recount the physical, emotional, and spiritual highs and lows of my journey, with the hope of offering encouragement and solidarity to other young adults fa",journey,81.0,True,93dd178f860f2942e4bf822a2bf01f7f,journey
,,,,,45c54f917283a8566034df49c57a9845,none
,,,,,5b129203577848f247137087145974a6,none
4772.0,"t will also mark 5-and-a-half years since Dan's passing. And although it's not a path I would have chosen, it is making all the difference.",path,81.0,False,01d0ba764e192cd5128a09f33c7224a2,journey
,,,,,406fc26d0ebcfeb4d7f23aa6a4537c1d,none
569.0,"uld be a good outlet for my fears. At the time, we were still hopeful Lisa could beat the disease and live a long life. During the next ten months there were a series",beat,81.0,True,231fac5d4c282bd770451c5bc1a48580,battle
,,,,,2aff68930c0928e342de602181cffc1f,none
,,,,,1119c05cb0eb401f8d37aa87aecc712e,none
,,,,,1bad059ce9b11e6fdfa51d8113da7077,none
,,,,,5554cbef6ddb8ae7d50b14ca851bab2b,none
949.0,"s Andrew. I want to give hope to families put in our situation that children can beat cancer.  

The book is also for doctors, nurses and medical professionals to rea",beat,81.0,True,4e8ddb95148318a6dcf14c4babd5cab2,battle
184.0,phoblastic Leukaemia aged 3 and 5 months on 3rd October 2012. I communicated our journey to friends and family through Facebook posts.  Wednesday 3rd October 2012 Andrew,journey,81.0,True,4e8ddb95148318a6dcf14c4babd5cab2,journey
,,,,,db082cb9b522e49b5daba0679ad34297,none
1315.0," forward with realizing my dream of becoming an author.     When I was initially battling breast cancer, I read several breast cancer memoirs and all of them covered the ",battling,81.0,True,994518789fe83cc6a37072f252d296ca,battle
1719.0,"fter treatment?  What would my “new normal” be like? So around two years into my journey, I set out to write a memoir about making it to the five year cancer-free milest",journey,81.0,True,994518789fe83cc6a37072f252d296ca,journey
1045.0,little.) But I've relied on the moral support of my family and friends during my journey. I'm relying on you all once again. I need to feel that this is a worthwhile pro,journey,81.0,False,d351698a3fd950dcd6a3fa4d41ea7ded,journey
,,,,,c2c080f8696152a54d3fbaf7405f3965,none
930.0,"oon, but I do believe some sort of goal must be in order to continue to live, to fight and strive.  My goal is to be published. It's simple, really.  I have begun to r",fight,81.0,True,8397d98dfa89dd2e6ce6ecfa9a05d11c,battle
,,,,,00ea147fbd21406eda6ea59d96943f39,none
,,,,,06e0e6b6c3514ede1eeb5cf820ea5c83,none
,,,,,b7d46b574bed27b0b4b76c49bb839b44,none
1572.0,"I am angry.  I am grateful for my anger.  The anger has given me the strength to fight you.  Since you walked into my life one year ago, I have driven to over 70 docto",fight,81.0,True,c4a5157ebf494c90c2b74190a6996cde,battle
5011.0,he future.  That would be the only worthwhile reward to this whole breast cancer battle. Thank you again for being part of my journey - and my story.,battle,81.0,True,c4a5157ebf494c90c2b74190a6996cde,battle
992.0,". Dear Cancer, If there is one thing I have learned, it is that ‘YOU are not the enemy.’ Cancer kills.  That statement alone would lead anyone to believe that you are ",enemy,81.0,True,c4a5157ebf494c90c2b74190a6996cde,battle
2441.0,"tments, I am still angry at you for this terrorist invasion, but I know my worst enemy is my own mind and that if I allow you to take my sanity, you will have won. I a",enemy,81.0,False,c4a5157ebf494c90c2b74190a6996cde,battle
223.0,"means everything to me that you're here. Please read on. This has been a healing journey for me and I know the process isn't 
over.  I remember just after hearing that I",journey,81.0,True,c4a5157ebf494c90c2b74190a6996cde,journey
4887.0,t for me to send more books to more people! I am thrilled to be able to share my journey and hope that it helps someone in the future.  That would be the only worthwhile,journey,81.0,True,c4a5157ebf494c90c2b74190a6996cde,journey
5056.0, reward to this whole breast cancer battle. Thank you again for being part of my journey - and my story.,journey,81.0,True,c4a5157ebf494c90c2b74190a6996cde,journey
1095.0,"ournal to keep my spirit alive. After chemotherapy, I began writing this book
to fight fear, to fight pain, to fight depression, those monstrous and noisy
relatives of",fight,81.0,False,51c3e56360bf03feb204056e07540693,battle
1110.0,"my spirit alive. After chemotherapy, I began writing this book
to fight fear, to fight pain, to fight depression, those monstrous and noisy
relatives of cancer.This bo",fight,81.0,False,51c3e56360bf03feb204056e07540693,battle
1125.0,". After chemotherapy, I began writing this book
to fight fear, to fight pain, to fight depression, those monstrous and noisy
relatives of cancer.This book is an inquir",fight,81.0,False,51c3e56360bf03feb204056e07540693,battle
5398.0,"ir eyes, whisper, horrible.Others
laugh, give me a high five, congratulate me on beating ovarian cancer.I don't think it’s an enemy that anyone
beats.I do not claim to b",beating,81.0,True,51c3e56360bf03feb204056e07540693,battle
5461.0,"ongratulate me on beating ovarian cancer.I don't think it’s an enemy that anyone
beats.I do not claim to be healed.Healing doesn't happen in one scimitar slash,
one fl",beats,81.0,True,51c3e56360bf03feb204056e07540693,battle
5443.0," me a high five, congratulate me on beating ovarian cancer.I don't think it’s an enemy that anyone
beats.I do not claim to be healed.Healing doesn't happen in one scim",enemy,81.0,True,51c3e56360bf03feb204056e07540693,battle
1934.0,"tershocks
from sole to fingertips to my bald head,  where
I try to reconfigure a path, the  exact
trajectory back to human. I do not know if I am cured.That
is an unk",path,81.0,False,51c3e56360bf03feb204056e07540693,journey
4787.0,"d to the most basic struggle for survival, a story of suffering,
of fear, of the path back to good health.This book is a love poem ultimately, the story of all the pe",path,81.0,False,51c3e56360bf03feb204056e07540693,journey
3980.0,"y, and insightful. You looked at the process of finding oneself
  ""sick"" and the path to wellness in a way that takes the reader
  along for the ride.  As a nurse who",path,81.0,True,272b6841d6e35675c37dfce6f7abdace,journey
51.0,"The Booby Blog
Project is the creative result of my journey with breast cancer. The project
focuses on the publication and promotion of a bo",journey,52.0,True,272b6841d6e35675c37dfce6f7abdace,journey
2162.0," Blog is one of the most engaging accounts
  of illness I have ever read. In her journey through breast cancer, Hollis
  Walker peels back layers of experience to reveal",journey,81.0,True,272b6841d6e35675c37dfce6f7abdace,journey
2348.0,"d spiritual
  insights that are the goal of a lifetime. This is a true heroine’s journey—someone
  who braves the dangers with exceptional courage, who then returns to s",journey,81.0,True,272b6841d6e35675c37dfce6f7abdace,journey
2962.0,"ndid reflections help open our hearts and minds to the healing complexity such a journey requires. Hollis’s playful, witty and soulful trek touches universal human exper",journey,81.0,True,272b6841d6e35675c37dfce6f7abdace,journey
,,,,,32096f565ea274bd8a33c96e42ffb191,none
,,,,,0aea821762957df220a49bdfa942dd5a,none
2067.0," help anyone who's ever heard the words ""it's breast cancer"" or who's ever had a battle with their brain. And I'd also like to take this opportunity to remind you to #C",battle,81.0,True,7f37e2c81f31aad796d25d18028dd0e4,battle
1749.0,"ding Pray Hard & Speak Life,but you will be inspired to influence others who are battling similar struggles to read it as well.           Pray Hard & Speak Life is comple",battling,81.0,False,84b3431da2cac1faa85fadd7efe74911,battle
512.0,"tarted a Facebook page to update everyone who was praying for my wife during her battle.  Along the way, I began sharing the story of how we met.  People were being add",battle,81.0,True,84b3431da2cac1faa85fadd7efe74911,battle
223.0,eeling sorry for ourselves and to lean on God.  We prayed that He would make our journey meaningful no matter what the outcome.  We wanted it to matter and trusted that ,journey,81.0,True,84b3431da2cac1faa85fadd7efe74911,journey
2729.0,"survive these battles, she thrived and lived to the fullest. In the 40 years she fought for her life, she also served as a member of the U.S. Committee for UNICEF, test",fought,81.0,True,b7fc45fcb42632f1023d5431fced1fa1,battle
2299.0,"a for the next 40 years.  From 1970 to 2011, Minda endured 10 major surgeries, 5 battles with cancer and 2 brain tumors.  After Minda passed away, Christine Kreyling and",battles,81.0,True,b7fc45fcb42632f1023d5431fced1fa1,battle
2662.0,"on grace that inspired her family and friends."" Not only did Minda survive these battles, she thrived and lived to the fullest. In the 40 years she fought for her life, ",battles,81.0,True,b7fc45fcb42632f1023d5431fced1fa1,battle
2465.0,"and Liz Garrigan of the Nashville Scene wrote, ""Over the course of her life, she battled Hodgkin's lymphoma, breast cancer, a brain tumor and Epstein-Barr syndrome, thou",battled,81.0,True,b7fc45fcb42632f1023d5431fced1fa1,battle
3042.0,it supporting mother and infant health in low income communities and sparked the battle to conserve the rural community where she lived for more than two decades. Throu,battle,81.0,False,b7fc45fcb42632f1023d5431fced1fa1,battle
7204.0,tired of sitting on the sideline wondering if there is something I can do in the fight against cancer.  Together we can make a difference. Thank you!,fight,81.0,True,0457fdf8b1852cd5294b50634b31b2f3,battle
54.0,"I was running late for work on March 8, 2012.  My wife beat me to the shower that morning so I had an extra 30 minutes to lay in bed while I",beat,55.0,False,0457fdf8b1852cd5294b50634b31b2f3,battle
,,,,,76118d5d616b96783621a9586aa9fe47,none
,,,,,88bca8c8683f8133e2df42b9b06a3966,none
,,,,,ce5d56b19c067e9306cb8f42da6e9773,none
,,,,,3bcb500cb8e75af6113ad58fdef40960,none
462.0,"is project bring a little laughter and sometimes inappropriate messages to those fighting like hell every day. ""Remember to still be there a few months after the diagnosi",fighting,81.0,True,ff7c127aeee17edae03c824a0f9d4138,battle
801.0, THE INSPIRATION I remember the times my mother smiled and laughed while she was battling Cancer. They were always when she received a card in the mail from a dear friend,battling,81.0,True,ff7c127aeee17edae03c824a0f9d4138,battle
,,,,,c200af63150b3cd9fa33e2f77ec74665,none
1057.0,"ch card will give a short summery of Marie's goal to brighten the day of someone fighting for thier lives and encourage them to send out two cards, one to Marie and one t",fighting,81.0,True,8a0dcab998c651e5f7f09c544623eb40,battle
780.0,ng the loving big brother he is to Sam and can Jenny motivate him enough to keep fighting for his life? Live Love Laugh is a Family Drama that will keep you watching unti,fighting,81.0,True,b3c270c8f196e9fa618ce10e71321b53,battle
1023.0,"lomba In Memory Of After you make a donation and know someone who has fought, is fighting or sadly lost their fight to cancer please e-mail their name to Gerard.Lima@lima",fighting,81.0,True,b3c270c8f196e9fa618ce10e71321b53,battle
600.0,itress named Jenny who he has known for a 3 years helps Bradley find a reason to fight for his life. Can Bradley beat his cancer to stay alive giving him the chance to,fight,81.0,True,b3c270c8f196e9fa618ce10e71321b53,battle
1052.0,"make a donation and know someone who has fought, is fighting or sadly lost their fight to cancer please e-mail their name to Gerard.Lima@limafims.net and we will make ",fight,81.0,True,b3c270c8f196e9fa618ce10e71321b53,battle
1012.0," Michael Palomba In Memory Of After you make a donation and know someone who has fought, is fighting or sadly lost their fight to cancer please e-mail their name to Ger",fought,81.0,True,b3c270c8f196e9fa618ce10e71321b53,battle
632.0,own for a 3 years helps Bradley find a reason to fight for his life. Can Bradley beat his cancer to stay alive giving him the chance to continue being the loving big ,beat,81.0,True,b3c270c8f196e9fa618ce10e71321b53,battle
,,,,,3af527d7f79803b0a6930147aab3400d,none
,,,,,67e8436a30500dc0693aa2fb15d9388c,none
,,,,,f44736b4850735feb16ecdfeb83cb6ac,none
,,,,,b9e83ab6f076d97487246b38a6b0464a,none
,,,,,695786a870582f488d73b1fedfa5ee9d,none
773.0,"from all over the world, and give hope to those who have fought or who are still fighting the battle against colorectal cancer.

 My motto is ""Don't let the fear of dying",fighting,81.0,True,ff3d45ff83dbfb20b1da0974e4170ab3,battle
749.0," to the faces of people from all over the world, and give hope to those who have fought or who are still fighting the battle against colorectal cancer.

 My motto is ""D",fought,81.0,True,ff3d45ff83dbfb20b1da0974e4170ab3,battle
786.0," the world, and give hope to those who have fought or who are still fighting the battle against colorectal cancer.

 My motto is ""Don't let the fear of dying, keep you ",battle,81.0,True,ff3d45ff83dbfb20b1da0974e4170ab3,battle
1466.0,* to practice for and plan a life offering character photo shoots to many others battling likewise* to build a portfolio to present to people and organizations who can sp,battling,81.0,True,5e60d1ae82664c166b0de3cdc4b149f4,battle
4139.0,"rt-T to a person that needs one, and it will also show your unity and support in fighting cancer with them.  That is the reason all supPort-T's will look identical to Por",fighting,81.0,True,f2b0e24c6f252ff80aacef1255450c4a,battle
4567.0,"mes it is those who love us the most that are actually going through the hardest fight. When you are diagnosed with cancer, you feel like much of life has been taken f",fight,81.0,True,f2b0e24c6f252ff80aacef1255450c4a,battle
,,,,,965a50bff8e0f54e73664db4c026dce8,none
,,,,,bba26552102b0e8fe04f65b413261afd,none
,,,,,843df0b02a993f3a66bbecd4bebc821d,none
1538.0,"ove is our awareness soap ribbons. In honor of my mom MAGUY Joseph, who lost her battle to breast cancer at 50 in 2004. Mom you are truly missed xoxo.  DONATA www.donat",battle,81.0,True,8c7df2e78489c4048ef0f6fb2ad47112,battle
,,,,,18e579f4b5982589507e8b62a674e0e9,none
,,,,,a9dcc365712e59e63b4a17da9b375761,none
,,,,,65cc32192fcccaabdbacf5958d3ef17c,none
1133.0," equipment we can't.  We are so grateful for your support!       After an 8-year battle with cancer, Colleen past away at the age of 51. Following the funeral, her son,",battle,81.0,True,7e388d8d39f4e0cb0d3383931293ac6a,battle
73.0,"  In short, DON'T BLINK is an eight-episode television show following the journey of four friends as they travel around Wisconsin chasing 14 of their most excitin",journey,74.0,False,7e388d8d39f4e0cb0d3383931293ac6a,journey
2318.0," items we are going after,” Gregory proudly announced. Accompanying them on this journey will be a camera crew filming an 8-part, Wisconsin travel/adventure series calle",journey,81.0,False,7e388d8d39f4e0cb0d3383931293ac6a,journey
940.0,"multaneously impacts, uplifts, attracts, and convicts! As
a cancer survivor, DAY battled Hodgkin’s Lymphoma. Enduring several
months of chemotherapy to rid his throat an",battled,81.0,True,dd44f8fd250e5eb58205e2296388a20e,battle
3090.0, pros at the show! Please take the time to read his story to allow his inspiring defeat of cancer also inspire you!,defeat,81.0,True,dd44f8fd250e5eb58205e2296388a20e,battle
,,,,,fa3ea9c8582a8326f60d23e70dcf1615,none
1127.0,"strate a celebration of life, as well as shine a light on life's struggles as we fight to overcome, rise up, and ultimately honor those that battle cancer. ""Resilience",fight,81.0,True,e49303507a8c3c9dde7ea0ab832c9e69,battle
1187.0,"fe's struggles as we fight to overcome, rise up, and ultimately honor those that battle cancer. ""Resilience"" will be an incredibly moving landmark performance to benefi",battle,81.0,True,e49303507a8c3c9dde7ea0ab832c9e69,battle
,,,,,a0631f9103abeb581419e35bcbdb4b0b,none
619.0,"lead you the Father's true plan for our lives. Loosely based on Job's Story and ""Beating the Odds,"" by Chris and Carlette Edwards, it's a story of faith and love. This s",beating,81.0,False,890725b55ba5390068662f9f58adc21c,battle
1574.0,"which is what I wish to name this food business ""Causes"".  See, my Mother is now battling cancer for the 3rd time.  She is a Registered Nurse and she too spent many years",battling,81.0,True,98726bc5d20268805868b50b7f37d594,battle
1534.0,"ase date, SO YOU'LL BE THE FIRST TO KNOW! WHO'S BRINGING HUSH TO LIFE? Our award
winning director Marc Clebanoff works regularly with exceptional talent such as Mickey R",winning,81.0,False,7bbb6e3dbf12ac60d26618963781afa9,battle
,,,,,46232beef0a392cb2cc110cc3c5183b8,none
,,,,,f44ec9d66ebecb8f8c14244e5c721080,none
,,,,,95bbdbbdd83277187d3434f4b037c915,none
,,,,,23b1be4d8606540754ddb43591944399,none
910.0,"red through chemo, a bone marrow transplant, and the day to day struggle that is fighting cancer. On the verge of being diagnosed as cured, she/we lost her sister, who ha",fighting,81.0,True,20cb3b1978d97a9ca2f7fb6cdbc2d61b,battle
,,,,,8d59c62d0e2df7db146f08aa07e11779,none
,,,,,841ab7b359c973010114c3229c37ab29,none
,,,,,59517c53aa900d19f13b824145ca9626,none
,,,,,80ff299eac96d6fdbc611dd8508b81f8,none
68.0,"KO Breast Cancer is a campaign derived from Dana Russell's painting ""Fight Against Breast Cancer"".  The painting symbolizes what KO represents. KO stands f",fight,69.0,True,297aa1c43ceada212dcbf29e76837a7b,battle
968.0,"ir bare breasts from this enemy, cancer. Why boxing gloves? Because it’s time to fight! Not only fight, but beat cancer. We’re talkin’ KNOCKOUT! What is the KNOCKOUT? ",fight,81.0,True,297aa1c43ceada212dcbf29e76837a7b,battle
984.0,"from this enemy, cancer. Why boxing gloves? Because it’s time to fight! Not only fight, but beat cancer. We’re talkin’ KNOCKOUT! What is the KNOCKOUT? The KNOCKOUT is ",fight,81.0,True,297aa1c43ceada212dcbf29e76837a7b,battle
2274.0,", all the participants’ photos are added to a collage of Dana's original image, ""Fight Against Breast Cancer"". Each and every woman and man that poses for the cause wi",fight,81.0,True,297aa1c43ceada212dcbf29e76837a7b,battle
995.0,"nemy, cancer. Why boxing gloves? Because it’s time to fight! Not only fight, but beat cancer. We’re talkin’ KNOCKOUT! What is the KNOCKOUT? The KNOCKOUT is a breast c",beat,81.0,True,297aa1c43ceada212dcbf29e76837a7b,battle
913.0,"d wearing nothing but pink boxing gloves to protect their bare breasts from this enemy, cancer. Why boxing gloves? Because it’s time to fight! Not only fight, but beat",enemy,81.0,True,297aa1c43ceada212dcbf29e76837a7b,battle
,,,,,ac808322afd54ce69d030db65e956f9a,none
2187.0,THE FILM JOHNNY PHYSICAL LIVES combines the archival material I shot of Jonathan battling cancer with animation to “physically” bring to life Jonathan’s inner world. Thro,battling,81.0,True,c70d0afda4cac4a06a41f54a5efe5fa8,battle
428.0,"ill combine animation with footage I shot of Jonathan during his year and a half battle with leukemia, will be told through the eyes of his alter ego, a rockstar named ",battle,81.0,True,c70d0afda4cac4a06a41f54a5efe5fa8,battle
,,,,,9650fef2af6be37212ac01c85ba6be46,none
,,,,,d7e07c53cdf69a59e1402d4b9bc077a4,none
,,,,,db443c19cbb9f0f98c135aa25264dcdc,none
,,,,,fc2852f9309182e2bcfb6b8f1c834aa5,none
,,,,,b75054b4735f80ce1a7ed6a38365f108,none
1743.0,e and motivated me to get out of this dark place I was in and get ready for this fight.   I'm proud to say that I beat cancer right upside its ugly ass head!! I'M HERE,fight,81.0,True,c8d54ffe261c18d48d1da032971c6d6b,battle
1776.0,this dark place I was in and get ready for this fight.   I'm proud to say that I beat cancer right upside its ugly ass head!! I'M HERE and feeling like I have a secon,beat,81.0,True,c8d54ffe261c18d48d1da032971c6d6b,battle
2009.0,"s wanted! I refuse to spend the rest of my life letting others deter me from the path that was meant for ME! While i've been in remission, I have been writing and rec",path,81.0,True,c8d54ffe261c18d48d1da032971c6d6b,journey
642.0,"ough drawings and words, illustrating the good, the bad and the ugly sides of my journey. Your generous donations will make it possible for me to publish my book and sha",journey,81.0,True,88d5e6ea6d8cf28c13d51c2414bd78dc,journey
1658.0,eir emotions through art. With your help I will be able to take my breast cancer journey on the road and share my story with other cancer survivors and patients. Your ge,journey,81.0,True,88d5e6ea6d8cf28c13d51c2414bd78dc,journey
2223.0,"d featuring one of my drawings from the ""Draw It Out - An Intimate Breast Cancer Journey"",  an 8 X 10 personally signed matte finished print of one of my drawings from t",journey,81.0,True,88d5e6ea6d8cf28c13d51c2414bd78dc,journey
2355.0,"ed print of one of my drawings from the ""Draw It Out - An Intimate Breast Cancer Journey"" ,  a personally signed copy of my book, a  picture of you drawn by myself featu",journey,81.0,True,88d5e6ea6d8cf28c13d51c2414bd78dc,journey
3122.0,"ist and arts educator whose passion is exposing everyone to all forms of art. My journey as an artist started when I was born into my family’s folk singing group, The Be",journey,81.0,False,88d5e6ea6d8cf28c13d51c2414bd78dc,journey
6365.0,"your support in helping me achieve this goal! I truly believe I was sent on this journey with breast cancer to help others, and your contributions make that possible!  I",journey,81.0,True,88d5e6ea6d8cf28c13d51c2414bd78dc,journey
32.0,"Cancer.  Leukemia.  It's a quiet fight and there is more myth than fact, more fear than hope, and definitely a huge gap",fight,33.0,True,9d80fe0f1eac3acea9896dc2fe1f32c3,battle
983.0,"ison.wordpress.com/2012/06/27/bone-marrow-math-revisited/ The first year of this fight, I documented by writing about it, blogging about it, and sharing my story on fa",fight,81.0,True,9d80fe0f1eac3acea9896dc2fe1f32c3,battle
3252.0,u to everyone who has already been on this journey with me.  I have been able to fight this thing because I have the most amazing group of people in my life- such a st,fight,81.0,True,9d80fe0f1eac3acea9896dc2fe1f32c3,battle
3214.0,"orting this project, but also thank you to everyone who has already been on this journey with me.  I have been able to fight this thing because I have the most amazing g",journey,81.0,True,9d80fe0f1eac3acea9896dc2fe1f32c3,journey
1135.0,hose desire is to push the boundaries and create a unique and meaningful film. A journey of a thousand miles begins with the first step. We will be eternally grateful fo,journey,81.0,False,c8034964e9e7621438fc7ce477aec7f5,journey
,,,,,0b60f0dad86b93952dd34433472a0e26,none
1344.0," battle with cancer, the loss of her mother, and how people can help support the fight against breast cancer.  This April Team Rosemary is venturing into a brand new a",fight,81.0,True,31d07531968ded652fc3df4f7a4c10b3,battle
1949.0,nd gives an audience an excellent theater experience while raising money for the fight against breast cancer.   All money raised through kickstarter goes to the actual,fight,81.0,True,31d07531968ded652fc3df4f7a4c10b3,battle
1264.0,"ne Chester, goes to one of South Jersey's local radio stations to talk about her battle with cancer, the loss of her mother, and how people can help support the fight a",battle,81.0,True,31d07531968ded652fc3df4f7a4c10b3,battle
182.0,"ook entitled 12 Days with God which chronicles his encounter with God during his battle with Cancer. His story is one of faith, trust, and hope. This is a film meant to",battle,81.0,True,e7cd6efcf06aa78b8c2a91c4ecedc716,battle
